company,name,address,city,latitude,longitude,phone,connector_types,amenities,quantity,tariffs,is_24_7,station_id,source_url,scraped_at
AYNA (Gov),Nərimanov Tədris və İnnovasiyalar Mərkəzi,"""ADA Universiteti""nin yaxınlığı","""ADA Universiteti""nin yaxınlığı",40.39877180394208,49.84980724599072,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,-,Yes,66d0557da5ab6aafb9d7ff64,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440224
AYNA (Gov),Xəzər Gala Shopping Mall,"Mərdəkan, Xəzər, Bakı, Azərbaycan, AZ1151",Bakı,40.46993326006111,50.10085214373413,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,-,Yes,66d05652e307912f0379d576,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440248
AYNA (Gov),"Səbail ""Dalğa Plaza"" parklanma ərazisi","Neftçilər, Səbail, Bakı, Azərbaycan, AZ1000",Bakı,40.35791714860835,49.835290037873165,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d06677a77f2d845324dd4a,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440268
AYNA (Gov),"Səbail ""Park Bulvar"" parklanma ərazisi","Neftçilər pr. 42, Səbail, Bakı, Azərbaycan, AZ1000",Bakı,40.37110660681958,49.84933755151101,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d067b7a77f2d845324dd4b,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440289
AYNA (Gov),Gəncə  Gəncə Qalası Mall,"Şeyx Bahəyəddin, Gəncə, Gəncə, Azərbaycan, AZ2003",Gəncə,40.67834933656883,46.3649740267426,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d068f6a5ab6aafb9d7ff68,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440310
AYNA (Gov),"Səbail ""İnturist"" hotel parklanma","Mikayıl Useynov 51, Səbail, Bakı, Azərbaycan, AZ1000",Bakı,40.354170726773305,49.833705631575725,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d06a23a5ab6aafb9d7ff6a,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440330
AYNA (Gov),Yasamal Bakı Mall ticarət mərkəzi,"Həsən bəy Zərdabi, Yasamal, Bakı, Azərbaycan, AZ1122",Bakı,40.39007563686232,49.806944017560824,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,-,Yes,66d06ae8a5ab6aafb9d7ff6b,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440351
AYNA (Gov),Yasamal Zefir Mall Ticarət Mərkəzi,"Xarici Dairəvi, Yasamal, Bakı, Azərbaycan, AZ1138",Bakı,40.37589516453875,49.793480216374604,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,-,Yes,66d06b7de307912f0379d578,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440371
AYNA (Gov),Nəsimi Bravo Supermarketin yaxınlığı,"Füzuli, Nəsimi, Bakı, Azərbaycan, AZ1009",Bakı,40.376841382945116,49.835758225155274,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,-,Yes,66d06c36a77f2d845324dd4c,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440390
AYNA (Gov),"Quba H.Əliyev pr., Azpetrol YDM ərazisi","Heydər Əliyev, Quba, Quba, Azərbaycan, AZ4000",Quba,41.36365584251726,48.54815368898079,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d16c1aa77f2d845324dd4f,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440410
AYNA (Gov),"Şamaxı ""Abqora"" restoranı",Bakı-Şamaxı-Yevlax yolu,Bakı-Şamaxı-Yevlax yolu,40.64407832623169,48.58531447460433,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d16f81a5ab6aafb9d7ff6d,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440429
AYNA (Gov),"""Qəbələ"" 110/35/10 kV-luq YS","İsmayıl bəy Qutqaşınlı, Qəbələ, Qəbələ, Azərbaycan, AZ3600",Qəbələ,41.00718544149504,47.885316120368,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d1737ba77f2d845324dd51,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440450
AYNA (Gov),Tovuz Asan Xidmət Mərkəzi,Tovuz Aşağı Quşçu kəndi,Tovuz Aşağı Quşçu kəndi,40.98208498462148,45.65672763914287,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d17601a77f2d845324dd52,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440465
AYNA (Gov),"Göygöl ""Hacıməlik"" YS","Səməd bəy Mehmandarov, Hacıməlik, Göygöl, Azərbaycan, AZ2514",Göygöl,40.635346912931396,46.40496147180653,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d177e8a77f2d845324dd53,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440488
AYNA (Gov),"Hacıqabul ""Qədirxum"" restoranı","Bakı - Qazax yolu, Hacıqabul şəhəri",Hacıqabul,40.01954603783361,48.95429198427877,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,-,Yes,66d17928e307912f0379d57d,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440506
AYNA (Gov),Yevlax SCADA İdarəetmə Mərkəzi (35/10 kV-luq YS),"Dilqəm Pişəvəri, Yevlax, Yevlax, Azərbaycan, AZ6600",Yevlax,40.61961447501079,47.1493910729115,-,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,-,-,Yes,66d17ceda77f2d845324dd54,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440525
AYNA (Gov),Koroğlu yeni HUB,Baku-Azerbaijan,Baku-Azerbaijan,40.41990375009891,49.918260304194604,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,6,0,Yes,66daee7374a81c3337212633,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440543
AYNA (Gov),Zığ qəsəbəsi - Depo,"Zığ şosesi, Zığ, Suraxanı, Bakı, Azərbaycan, AZ1091",Bakı,40.36751597007506,49.99110425555688,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,66daef108d722bff960f5a8f,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440571
AYNA (Gov),Dərnəgül metrosu,"Dərnəgül, Binəqədi, Bakı, Azərbaycan, AZ1115",Bakı,40.42494693171483,49.861517647762014,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,4,0,Yes,66daef8174a81c3337212634,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440589
AYNA (Gov),Dərnəgül m/s,"Dərnəgül, Binəqədi, Bakı, Azərbaycan, AZ1115",Bakı,40.42544993027474,49.86018376290184,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,0,Yes,66daefe2a5ab6aafb9d7ff76,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440609
AYNA (Gov),28 May m/s,"Puşkin, Nəsimi, Bakı, Azərbaycan, AZ1010",Bakı,40.37978040232008,49.8512665442685,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,4,0,Yes,66daf077a5ab6aafb9d7ff77,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440628
AYNA (Gov),Avtovağzal,Bakı Beynəlxalq Avtovağzal Kompleksi,Bakı Beynəlxalq Avtovağzal Kompleksi,40.417773227651736,49.79639778357094,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,6,0,Yes,66daf107a5ab6aafb9d7ff79,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440644
AYNA (Gov),"""Socar Petrolium"" Dübəndi","Dübəndi, Qala, Xəzər, Bakı, Azərbaycan, AZ1046",Bakı,40.43008231018993,50.19326836546483,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5a658d722bff960f5a9a,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440665
AYNA (Gov),ŞüvəlanPark,"Almas İldırım, Şüvəlan, Xəzər, Bakı, Azərbaycan, AZ1150",Bakı,40.484783048139946,50.18433865805082,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,0,Yes,676a5b76ca56a6ac330c7e66,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440689
AYNA (Gov),Tamstore Buzovna,"Heydər Eyvazov, Buzovna, Xəzər, Bakı, Azərbaycan, AZ1041",Bakı,40.518715674366746,50.10491155426274,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,0,Yes,676a5c25ca56a6ac330c7e67,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440710
AYNA (Gov),Peugeoat Azərbaycan,"Babək, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.389277971775954,49.87332614841699,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5c688d722bff960f5a9b,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440731
AYNA (Gov),Socar Zığ şosesi,"Zığ şosesi, Yeni Suraxanı, Suraxanı, Bakı, Azərbaycan, AZ1050",Bakı,40.43270494405837,50.05842015886711,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5ca9ca56a6ac330c7e68,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440759
AYNA (Gov),Babək pr. 61c,"Babək, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.38924159323591,49.8759070185919,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,0,Yes,676a5d018d722bff960f5a9c,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440777
AYNA (Gov),"Hövsan, Suraxanı","43-cü Hövsan, Hövsan, Suraxanı, Bakı, Azərbaycan, AZ1088",Bakı,40.36679339469683,50.08135358752844,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5d1bca56a6ac330c7e69,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440808
AYNA (Gov),Atilla idman kompleksi,"Samir Cəfərov, Yeni Günəşli, Suraxanı, Bakı, Azərbaycan, AZ1131",Bakı,40.381848216979165,49.984668171994656,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5d9aa5ab6aafb9d7ff85,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440832
AYNA (Gov),Toyota Bakı Mərkəzi,"Yeryomenko, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.38585006777464,49.86744182023938,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5e8fa5ab6aafb9d7ff86,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440851
AYNA (Gov),Grandmart Bakıxanov,"Bəşir Bünyadov, Bakıxanov, Sabunçu, Bakı, Azərbaycan, AZ1040",Bakı,40.42728466572055,49.939105726055345,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5e90ca56a6ac330c7e6b,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440874
AYNA (Gov),5 saylı DOST mərkəzi,"Mehdi Mehdizadə, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.3813079695293,49.8677333162868,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,0,Yes,676a5f31ca56a6ac330c7e6c,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440894
AYNA (Gov),Fashion Avenue,"Afiyəddin Cəlilov, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.37646800924094,49.86443417562475,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a5fae8d722bff960f5a9d,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440918
AYNA (Gov),Socar Olimpiya Stadionu,"Heydər Əliyev, Sabunçu, Sabunçu, Bakı, Azərbaycan, AZ1034",Bakı,40.43533731067163,49.93012643072629,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a603c8d722bff960f5a9e,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440939
AYNA (Gov),ART coffee 2,8 Noyabr,8,40.37500521507897,49.86677992797394,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,0,Yes,676a6076a5ab6aafb9d7ff87,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440955
AYNA (Gov),Socar Aeroport yolu,"Heydər Əliyev, Sabunçu, Sabunçu, Bakı, Azərbaycan, AZ1034",Bakı,40.439630986527874,49.940121051801526,0,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,1,0,Yes,676a60f9ca56a6ac330c7e6d,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440979
AYNA (Gov),Amay Ticarət Mərkəzi,"8 Noyabr, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.379316314450705,49.879772659566754,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,2,0,Yes,676a6117a5ab6aafb9d7ff88,https://edm.ayna.gov.az/,2025-12-18T20:12:21.440997
